mbid,artist,bio,listeners,playcount,similar_artist
b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Ed Sheeran,"Edward Christopher Sheeran (born 17 February 1991) is an English singer-songwriter. Born in Halifax, West Yorkshire, and raised in Framlingham, Suffolk, he began writing songs at around age eleven. In early 2011, he independently released the extended play ""No. 5 Collaborations Project"" and later that year signed with Asylum Records.

Sheeran's debut studio album, ""+"" (""Plus""), was released in September 2011 and reached number one on the UK Albums Chart. Read more on Last.fm",4161226,252630630,Lewis Capaldi
f92ae0ef-6bb4-41eb-8fb7-8d15006be07e,Rich Kidd, Read more on Last.fm,1769,17772,Sinotra
82b0bc90-f9b5-4a2e-8fb6-6d6e2fe45f48,Kinetical, Read more on Last.fm,602,3335,Def Ill
e05fc084-ee55-4256-807b-bb005eacc545,Pro P,Producer / Dj / The Bluntskins Read more on Last.fm,656,6546,The Boomjacks
08071555-259b-450c-a7f2-ea33fc5edd4a,Ripp Flamez, Read more on Last.fm,6061,39717,Pooh Gutta
3538f410-f1f5-4388-93ca-779ff51693da,Métricas Frías,"Santiago Marín Villa (Envigado, 22 de julio de 1994 - Manizales, 26 de agosto de 2022) más conocido como Métricas Frías o Sadman fue un compositor y rapero colombiano. Fue uno de los artistas más influyentes del género del país.

Nació en Envigado. Desde su adolescencia se radicó en Medellín. Empezó a componer rap. Se inició en 2010 como freestyler y asistiendo a batallas del Freestyle local.​ En 2011, con Mañas Ru-Fino, formaría el grupo musical Doble Porción Read more on Last.fm",20777,808556,Mañas Ru-Fino
d2b3524f-67e8-45ef-bfc1-693cac525135,Farruko,"Farruko is a reggaeton and Latin pop singer from Puerto Rico. His given name is Carlos Efren Reyes, and he was born in Bayamon, Puerto Rico in 1991. At the age of 16, he began to post his songs under his stage name to MySpace. His first single, ""Sexo Fuera del Planeta,"" gained thousands of followers, and from there he explored the potential of other social media networks. Due to his massive success on the Internet, he came to the attention of Puerto Rican radio and music industry executives, who enlisted his vocal talents for other artists. Read more on Last.fm",800327,10863001,Nicky Jam
37d68755-37b3-47cc-8b61-b6486b4fb5d5,NUUXS, Read more on Last.fm,5182,20320,Stevie Parker
eb06cede-fdf3-4914-ab70-b3f2098cc55f,Klassik,"Klassik is an independent hip hop/jazz artist out of Milwaukee, WI. Named ""Artist of the Year"" by 88.9 Radio Milwaukee, ""Hip Hop Artist of the Year"" by Wisconsin Area Music Industry as well as his single ""Anything"" was voted ""Catchiest song of the year"" by Milwaukee magazine. His first full length album #InTheMaking was released in 2012 to great critical acclaim.
Bandcamp: (http://klassik1.bandcamp.com/)
Soundcloud: (https://soundcloud.com/iamklassik)
Twitter: (https://twitter.com/IAMKLASSIK) Read more on Last.fm",8285,77458,Ghetto Sage
4e7fffed-0368-4957-8b7e-43ff9fc06977,Shotta,"Ignacio González Rodríguez, better knowed as Shotta, is a rapper from Sevilla, Spain. His brother is  Toteking  MC as well.  Together, they released the demo XXL in 2000, as well as a maxi and the LP Tu Madre Es una Foca in 2002, which broke records for a hip-hop album in Spain. Shotta's first solo album, La Selva, appeared in 2004. By this time, he was already an established Spanish rap star, and could benefit from many high-profile guests and producers. Read more on Last.fm",19280,380123,Toteking & Shotta
fbcee159-e13c-4ae1-a6bb-00a63bb61729,Mauri, Read more on Last.fm,3481,17049,The Hacker & HIV+
9a97d300-3cf5-48bf-ba70-bc0d8eded179,Conscious Route,"Conscious Route is a rapper, poet and singer-songwriter. Born in London, he grew up in Herfordshire near Cambridge before moving to Edinburgh, where he is now based.

Conscious Route was previously known as Mosman and a part of the hip hop crew, Fugazirum, who later turned into a diverse Blues and Hip Hop project when singer/songwritter Ben Smith joined him and fellow
member, Huss. As part of Fugazirum, Conscious Route was instrumental in the recording of a number of releases, including one singe two E. Read more on Last.fm",252,1839,Werd (SOS)
dff0d392-4cd5-4052-9fbb-f485df3891e5,2 Chainz,"Tauheed Epps (born September 12, 1976), better known by his stage name 2 Chainz, formerly known as Tity Boi, is an American rapper from College Park, Georgia. He was first known for being one-half of southern hip hop duo, Playaz Circle. They're recognized for being signed to Ludacris' record label Disturbing tha Peace and their debut single ""Duffle Bag Boy"".

Tity Boi AKA 2 Chainz is one half of Playaz Circle along with long time friend Dolla Boy. Read more on Last.fm",1429277,26514509,Young Jeezy
0989ae79-8cd3-496c-a0dd-9a34be56061c,B.Glenn, Read more on Last.fm,7,36,Last of the Horsemen
d3ef6795-d3cc-44aa-974a-c460d53f0cf2,Awon,"Antwan Wiggins also known by his stage name “Awon” has distinguished himself as an emcee. Born on March 6, 1980 in Brooklyn, New York Awon was surrounded by culture. His earliest memories are of graffiti lined subway cars and DJ’s having jams in his neighborhood of Fort Greene. His influences were other prominent emcees of the Golden Era of Hip Hop like Big Daddy Kane, Rakim, and Slick Rick. In 1989 his family relocated to Newport News, Virginia.  Read more on Last.fm",107794,956676,Awon & Phoniks
bd212fd1-abe7-47c6-9f6f-97d0330f4b74,Dillom,"Dillom, cuyo nombre real es Dylan León Masa, es un rapero y cantante argentino nacido el 5 de diciembre de 2000 en Buenos Aires. Reconocido por su estilo provocador y su habilidad para fusionar géneros como el trap, el rock alternativo y el horrorcore, ha logrado posicionarse como una de las figuras más influyentes de la escena urbana argentina.

Su carrera despegó con el lanzamiento de su álbum debut, Post Mortem (2021), un trabajo conceptual que aborda temas como la muerte Read more on Last.fm",167490,18248547,ODD MAMI
e321c0cc-39ab-48bf-a2bf-14fbb67c5407,Dora Moroni, Read more on Last.fm,416,1268,Mino Vergnaghi
1b5ba1d8-8d35-4ed7-b1de-17e151f7a65b,Dj Burn One,"Burn One's reputation for identifying talent down south is unmatched by anyone else on this list. In past years, he has dropped tapes with Gucci, OJ, Young Dro, Big Kuntry / Slick Pulla, & more before they became household names across the nation. And that trend continued this year with the release of new mixtapes from Jackie Chain & Shamrock, 2 mixtapes from Alabama's G Mane & Pill's very first mixtape, 4180: The Prescription. He was also set to host G-Side's highly anticipated Huntsville International project Read more on Last.fm",5933,46284,Jackie Chain
28841567-808c-4418-9c1f-6d4a58bfdded,Anja Kotar,"Nothing comes between Anja Kotar and her curiosity. She is a Berklee graduate and has led a life of persistent pragmatism, leading directly to her career today. Her new releases will explore the relationship between youth and technology; speaking from her own experiences, she delivers a mature, nuanced perspective on contemporary life.

She comes from the small central European nation of Slovenia and began training in dance and piano early on and she entered conservatory for piano and musical theatre when she moved to San Jose Read more on Last.fm",15419,87283,Sam Creighton
d069bf52-d213-49ac-8f9c-31841405bc9d,Paco Amoroso,"Ulises Guerriero, mejor conocido por su nombre artístico Paco Amoroso, es un cantante argentino de trap experimental que junto a Ca7riel forma un dúo musical. Ambos ganaron gran popularidad en Argentina en el año 2019 gracias al éxito que tuvieron temas como «Ouke» y «A mí no». En cuanto a la carrera en solitario de Paco cabe destacar su colaboración con Bizarrap para la BZRP Music Sessions #3, la cual fue una de los primeros grandes éxitos de este productor. Read more on Last.fm",112997,3323041,Ca7riel & Paco Amoroso
6dbbc7e5-5e37-4e13-b5bc-323cc2fcbacd,Lakshane, Read more on Last.fm,2412,13073,Wavey Vayn
cd33b345-d1a6-4363-806c-a4c1f62e19a4,BONES,"There are multiple artists that perform under the name 'Bones'. 

1. Elmo Kennedy O'Connor, an American rapper from Howell, Michigan.
2. A death metal band from Antwerp, Belgium.
3. A death metal band from Chicago. 
4. Michael Miller, a punk infused delta blues performance artist.
5. An alias of Julien Skrobek, an experimental HNW artist from France.
6. An experimental rock band from Huntington Beach, CA.

1. Elmo Kennedy O'Connor, known professionally as Bones, is an American rapper from Howell, Michigan. Read more on Last.fm",1058234,130979603,surrenderdorothy
fb1ed085-082c-48fe-a477-5f8259aa152f,Gravy,"There are two using this moniker:
1. Danish indie band, mixing new wave and psychedelic pop. Have released 2 albums ""Gravy & ""Glory to our brilliant name"" The line up: Nikolaj Grummesgaard (ex-Godless Wicked Creeps, ex-The Defectors): Vokal, guitar - Jan Damage (The Violet Hour, Little Jimmy Reeves): Synth, orgel, vokal - Anders Bo Rasmussen (A Kid Hereafter, Sygdom, ex-Traening, ex-Complete): Guitar, vokal - Jakob Blaabjerg Pedersen (Johnson & Malone): Bas – Erik Toffer: Trommer – Daniel Kruse: Trommer. Read more on Last.fm",13569,66846,ASERI
99494d4c-9f34-411b-a530-767f47ec3322,Lianna,"From catchy pop tunes with a dash of rock-and-roll sparkle to introspective ballads about life's myriad paths, Lianna's music spurs listeners to reflect — when it's not insisting they clap along. The band's brand new self-release, From Here, features 13 original songs that highlight Lianna's soaring vocals, the guys' ear-candy harmonies, kickin' percussion, and guitar work turns as muscular as a summer storm, as gentle as the first breath of spring.

Lianna. Hook-heavy pop/rock from the heart. Read more on Last.fm",5020,62414,Mabiland
fc3e8983-1f51-4c80-b2b5-146bf2162dc2,Tom Misch,"“Apparently, I have a sound , and people can hear it,” Tom Misch claims modestly. For someone with a cohesive and sprawling body of mellow beats behind him, he seems mildly bewildered that this is the case. “I try so many genres that it’s hard sometimes to pinpoint. I guess my sound is uplifting, soulful, funky — and happy more than it is sad.” It’s a perfect description of his debut album, due in 2018, which brings together low-slung hip-hop beats, glittering disco, and noodling jazz instrumentation in a way only Misch can. Read more on Last.fm",794407,21367451,Tom Misch & Yussef Dayes
4863c5f6-169b-4206-93e6-12d3eed3144a,Rasskulz,"Derek Oduro, artiestennaam Rasskulz (Anderlecht, 26 april 1984), is een Nederlands rapper, muziekmanager en ondernemer. Als rapper is hij bekend uit het duo Gooise Goons. Daarnaast werkt hij solo en samen met onder meer Hydroboyz, Kempi en YS.

Op Facebook gebruikt hij als achternaam Wijffels. Hij is een broer van Bryan Oduro die als rapper bekend staat met de naam BKO. Hij werd geboren in het Belgische Anderlecht en ging in Hilversum en Amsterdam-Oost naar school. Zijn artiestennaam is Rasskulz en daarnaast staat hij bekend als I Sell It All. Read more on Last.fm",4463,38133,Henkie T
e79f452c-d174-4c36-919e-a80f71aa4cf6,Revol, Read more on Last.fm,90290,851032,Trap Capos
ddfff60e-cdde-46cc-a5ee-aac6d4ffa121,Tali Goya, Read more on Last.fm,16127,120338,Hanzel La H
a5a79f5e-673e-4c44-850c-8e9db5ade494,Blackface,"Blackface is a rapper from the Brightmoor neighborhood located in Detroit, MI. He is a member of the super group Rock Bottom, with a solo album on the way. Read more on Last.fm",3510,15683,Scrill
c23e2806-d0be-4012-97ff-8e3858b49b93,Risskant,"Risskant a.k.a. ""De Woordvoerder""is a Dutch Hip-Hop Songwriting Artist from Dordrecht, he is known for his energetic performances.

In 2006 he released his debut album called ""T'is mooi geweest"" featuring tracks like ""Avond in Dort"" and ""Knikken"".

In 2007 his second albums was released, this album has the name ""Nieuwe droom"". Read more on Last.fm",1956,16415,KGV
2bf3971e-8595-4bd2-aace-8a71c42afb66,Kano,"There are three musical projects by the name of Kano --  
1) [1] a UK hip hop / grime rapper
2) [2] a classic italo-disco project.
3) [3] a Japanese singer who covers Vocaloid songs.

[1] In his early teens Kano attended Langdon Comprehensive School in East Ham, Newham, where his mother still works. Kano was a promising footballer, representing Chelsea F.C., Junior Hammers and Norwich City by the age of thirteen, but in the end he abandoned his sporting ambitions in favour of a musical career. Read more on Last.fm",493735,6936802,Chip
8e68819d-71be-4e7d-b41d-f1df81b01d3f,50 Cent,"Curtis James Jackson III (born July 6, 1975) professionally known as 50 Cent, is an American rapper, actor, and television producer. He was born in Queens, New York City, and began pursuing a music career in 1996. Between 1999 and 2000, he recorded his debut album ""Power of the Dollar"" for Columbia Records, but its release was canceled after he was shot nine times in May 2000, an incident that also led to his departure from the label. His 2002 mixtape ""Guess Who's Back?"" brought him renewed attention and was discovered by Eminem Read more on Last.fm",4868179,117425605,G-Unit
88ccaae8-9933-49d8-bb60-1bee930c04cc,Cinnay, Read more on Last.fm,1465,23322,JUNG ÄM
2643d1f2-01e8-46c8-b74a-a0212a3ec7c2,The Rook, Read more on Last.fm,161,587,Katerina Stikoudi
aaea92de-877e-45fd-aea1-00d2e433ea66,Arkitec, Read more on Last.fm,116,712,Her So Young
ca5696ac-27d9-4807-8557-f1a7d655fcdc,Stasiak,"Stasiak (real name Łukasz Stasiak) is a Polish hip-hop artist and producer. His first appearance on production was featuring on Płomień 81 song ""Nasze Dni"". Stasiak, Ten Typ Mes and Pjus created in 2001 hip-hop squad called 2cztery7. In 2010 he finally released his solo album ""Pół Żartem Pół Serio"" which consist of many styles including hip-hop, g-funk and so on. We can hear Ten Typ Mes, Pjus and many other guest appearances on the album. Two versions of the album were released. Read more on Last.fm",8877,262120,2Cztery7
20544a66-7094-4297-ba88-fb548de455d2,Biggie Paul, Read more on Last.fm,469,2942,Lanz Khan
95104487-f65d-420a-9e79-d194630d3b43,Frijo, Read more on Last.fm,42529,705990,Midel
d3376375-2f47-4e6c-bd50-de6a3dbe700c,Dubbul O, Read more on Last.fm,374,2852,The Bluntskins
a7364ac2-6f97-4953-b6b2-dd293a09497d,Preme Dibiasi, Read more on Last.fm,439,1753,Rootabang
d7bcfcb3-9dab-4897-8c47-25132eb48a88,Marracash,"Fabio Rizzo (b. Nicosia, May 22, 1979), better known by his stage name Marracash, is an Italian rapper of Sicilian origin. He is also a member of the Milan-based rap group Dogo Gang. He launched his musical career at the ""Muretto"", a popular Milanese location frequented by Italian hip hop groups. His first album with Dogo Gang was released in 2004. Marracash released his self-titled debut solo album in 2008. To date, Marracash has released four albums, three of which were with Dogo Gang. Read more on Last.fm",94832,9657733,Guè
a86c23ec-6057-4e9b-b269-578e7c527592,Samurai,"There are at least 13 artists called Samurai.

1) A chrome rock band featured throughout Mike Pondsmith’s Cyberpunk series for whom music was a way to rebel and fight the system. They feature heavily in the Cyberpunk 2077 video game, where they are portrayed by real life Swedish punk band Refused.
Main members
    Johnny Silverhand - vocals and lead/rhythm guitar (2003 - 2008)
    Kerry Eurodyne - vocals and lead/rhythm guitar (2003 - 2008, 2077) Read more on Last.fm",232693,5579381,"Samurai, Refused"
0ff638b7-1f5e-4cf6-9160-4401b9c32f3e,Lil P,"About Me:I was born in Raised Ronterrius Williams,In The South Of Georgia And North Florida.Where I Grew Up And The Neighbor Hood Of Sub Division(Sub-D)and Quincy,Fl.I started FreeStylin Around The Age of 10,And Was Noticed By A Local Dj.Named Cadilliac Joe(Mr.Boop)Of Quincy,Fl And Was InFluenced That I had The Talent To Rap.So I begin Writing,As I Attended High School At East Gadsden High,Havana,Fl.I Was Introduced to Freestyle Battle's.I Battled My First Battle vs A SongWriter/Lyrics From NY and a live Judge Battle. Read more on Last.fm",1368,5759,RLSG BSMITH
0dfb1a9e-5d32-4cac-9823-5fc1c904041f,Nazeem, Read more on Last.fm,267,4811,Baurus
b18a0081-f4d3-48fa-b83a-592036943682,Dephlow, Read more on Last.fm,679,4529,F Draper
481008fb-fbf8-465d-a43b-310b87d21c4b,Love Guru, Read more on Last.fm,485,2862,Á Móti Sól
76708005-dc2f-4c9a-9c59-02c97b92d1e1,Malvo,"Malvo 
Kun puhe ei riitä.

Malvo on yhtye, joka soittaa suomenkielistä thrashmetallia, joukossa vaikutteita hc-punkista aina deathmetaliin.

Brief summary in English:
Malvo plays thrash metal with influences ranging from death metal to hardcorepunk and beyond.h metal with influences ranging from death metal to hardcorepunk and beyond.

Wille Pokki - Vocals
Lauri Holm - Guitar
Markus Hurme - Drums
Samuli Varjonen - Bass
 Read more on Last.fm",5939,13311,Beyond Other Dimensions
f5b41828-248a-449d-95b8-fff92db97629,Alfa Mist,"Alfa Mist is a British musician.

When Alfa Mist was a teenager, he was dabbling in hip-hop and grime. By the time he got to college, he was teaching himself the piano and getting deeply into jazz.

“A huge part of hip-hop is sampling, so I just used to dig around and learned about so many different genres,” he explains. “I discovered jazz and started to listen to that.” 

As well as falling head over heels for the visionary work of Miles Davis, he became obsessed with the atmospheric film scores of German composer Hans Zimmer. Read more on Last.fm",291115,4640186,Yussef Dayes
3c6a25dc-8ded-4d0d-af6a-00edb8331999,Arse,"Finnish noisecore band. Members of Lifeless Vomit, and some other earlier grind bands created Anal Cunt styled noisecore in early 90's. High pitched screaming vocalist was also known from Sairaat Mielet hc band.

Many live shows was made and couple of great quality tapes of brutal sounding noisecore.
* demonstration tape (pnuk tapes)
* ""No sleep till kasisali -world tour '92"" live tape (pnuk tapes)
* 3 way tape with Bizarre Uproar and U.N.D. (pnuk tapes)
* best of Arse (Joukkomurha tapes) Read more on Last.fm",6430,63723,CUTTERS
e3cd6e76-07d0-494b-9fff-f728561e9e30,CMDWN,"Duo based out of Toronto, Canada. Consisting of Fiji, born and raised in Toronto, and Ca$tro Guapo, born in Atlanta but moved to Toronto as an early teenager. Known for their hit songs ""We Are Not"" and ""What's Her Name"". They've collaborated with artists such as Chief Keef, Pressa, Yung Tory, Lil Berete, and more. Read more on Last.fm",9594,99784,Smoke Dawg
3c049f1e-8760-44a6-937f-b2a09540ae88,Gona, Read more on Last.fm,3465,37878,Reis Belico
fa70ea66-07f6-4968-bcaf-a3f3f885428f,Samuel Shabazz,"During a time in Hip-Hop where the music is less of lyrical content and more of “TURN UP”, Samuel Shabazz’ music is said to be a perfect mixture of both. In his own words he states, “It’s not just hip hop music. It’s mostly hip hop culture inspired”. His music is REAL, not to be confused with the watered down meaning now used too frequently. Shabazz draws from his day-to-day life experiences and once in the booth, lyricizes those experiences through his extensive mental writing pad. Read more on Last.fm",8203,66765,tye beats
ac4e1cf6-2d97-4ce0-8052-5359f2685d32,Porta,"Porta (Christian Jiménez Bundo) born July 2, 1988 in Sarrià, Barcelona, Catalonia, Spain is a hip-hop and rap artist. His artistic name coming from the nickname ""El Portador"" which over time was shortened to become only Porta. 

First making contact with rap and hip-hop culture when he was nine, he began to record rap songs when he was thirteen, compiling his demos and releasing his first album, No Es Cuestión de Edades, in 2006. This was followed in 2007 with No Hay Truco. Read more on Last.fm",124344,3039206,Nach
d42a5768-ada1-4fb6-85fd-f61aba6264e0,Lil Baby,"Rapper Lil Baby grew up in Atlanta hanging with friends like Young Thug, Coach K, and Pee, leaning more toward a life of petty crime and street hustling while his friends were working in the music industry. In 2015, at age 19, Lil Baby went to prison for two years for a probation violation. Upon his release in 2017, he jump-started his rap career with a mixtape called Perfect Timing, released in April of that year. The mixtape featured cameos from friends like Lil Yachty Read more on Last.fm",1592233,165257183,Lil Durk
4d4de8bd-b05d-4b0a-befd-62a267e75756,Apache,"Apache is a name used by more than one artist: 

1) Building his New Jersey street credibility in the late '80s by fronting the hip-hop group the Flavor Unit, Apache eventually broke solo to show off his own microphone skills and won the recognition of Tommy Boy Records in the process. After the release of his self-titled debut in 1991, Apache scored the underground hit ""Gangsta Bitch"" without the use of radio or video airplay in 1993. Upon his minor success, Apache followed through with ""...Ain't Shit"" that same year. Read more on Last.fm",68328,665686,Canserbero
a7a13543-cd5a-43a2-ac3c-56d0408d6c98,Morriarchi, Read more on Last.fm,4257,44504,trellion
50646764-8572-4481-9fc3-85521c263b34,Bakersteez, Read more on Last.fm,726,6442,Rude Jerms
ba348235-5473-4aab-a6ae-50032dcf747d,Stina Velocette, Read more on Last.fm,1773,12410,Antonio D
270b898d-f748-4b0a-94d4-513755b5ed18,Barney Bones,"Barney Bones is out to change the culture, and he knows that change comes first from within.
 
Growing up in South Central Los Angeles, he was surrounded by a palpable culture of music from a young age, listening to everything from Snoop Dogg & Tha Dogg Pound to Depeche Mode at home, and living in the neighborhoods that catalyzed the careers of artists like Ice Cube and Nipsey Hussle; artists who reminded him of himself, artists who encouraged him to be fearless in his creativity.  Read more on Last.fm",18532,74723,Henry AZ
942a9807-9c1a-4a0e-a285-1fde2c5be9d1,Big Sean,"Sean Michael Leonard Anderson (born March 25, 1988), known professionally as Big Sean, is an American rapper. Anderson began his music career in 2007 and gained popularity in 2010 with his third mixtape Finally Famous Vol. 3: Big. He then signed a recording contract with GOOD Music and Def Jam Recordings and released his debut studio album, Finally Famous in 2011, which included the US top 10 single ""Dance (Ass)"" (featuring Nicki Minaj). Anderson followed it with his second album Read more on Last.fm",2759617,56693380,2 Chainz
c1a3132a-c23e-4283-8f9a-4080dc52a177,Rels B,"Daniel Heredia Vidal, conocido profesionalmente como Rels B, es un rapero, compositor y productor musical español. Se le considera uno de los grandes valores de la nueva ola del hip hop español. Read more on Last.fm",396878,26825979,Cruz Cafuné
e06e0822-b532-4cb4-934b-52effb906e23,Javier Simon, Read more on Last.fm,80,1359,Kyne
9308e846-90f9-4bbf-ba73-8ac7d932e7a3,Milkshaw Benedict, Read more on Last.fm,47,541,Najee Janey
ec537684-67ef-45a5-a783-74f913e8e01a,Ruelle,"Maggie Eckford (born c. 1986), better known by her stage name Ruelle, is an American electronic pop singer-songwriter. Her music is widely used on many television series, and she is the singer of the opening theme songs of Shadowhunters (""This Is the Hunt"") and The Shannara Chronicles (""Until We Go Down"").

Born the middle child of three sisters to a trucker in Mississippi, Ruelle was raised on a dairy farm. She attended music school in Sydney, Australia. Read more on Last.fm",497989,8603529,Fleurie
6c248dbb-f6ae-41dc-8f89-71e2b0e3e3de,Icaki, Read more on Last.fm,416,9953,Novem
5a42040d-2ae5-4e2a-a362-22e7b19d993c,Smokepurpp,"Omar Pineiro (born May 15, 1997), known professionally as Smokepurpp (or Purpp), is an American rapper from Miami, Florida. Pineiro released his first music video ""It’s Nothin"" with Lil Ominous on September 23, 2014. Pineiro initially found success on the audio distribution platform SoundCloud in 2016. 

His earliest songs on SoundCloud date back to July of 2015. Popular associated acts include Lil Pump, XXXTENTACION, and Swaghollywood.

Smokepurpp and Lil Pump perform often together as Gucci Gang. Read more on Last.fm",455173,9974812,Lil Pump
41acb83d-394a-453c-936b-8d6d5098bfdd,Ours Samplus,"Ours Samplus is a duo of producers from France. They make chillout/Trip-hop music from sampling Jazz and adding an electronic twist. Trip-Hop, Electro Hip-Hop, Jazz, Instrumental.  Read more on Last.fm",102254,1735032,Boztown
9ac81498-7b2d-42a5-9795-72da9d1eb6fb,Sabino,"Guadalajara, Mexico. ""El estilo de Sabino funciona de maravilla con gente que no necesariamente quiere tener un iPod de rap 24/7. Es un rapero que sabe ser elocuente sin clavarse en la textura, es gracioso sin hacerse el chistoso y en general suena fresco, con una lectura puntual de la vida cotidiana en sus letras, la cual funciona como espejo para una gran mayoría de personas que lo escuchen. Y que no es cosa fácil."" Noisey Music by Vice Read more on Last.fm",60369,2763673,Tino El Pingüino
7e2012a4-2752-46c1-90b8-f48f3fa43412,Kaydy Cain,"Daniel Gómez Carrero (Dani Gómez; born 12 February 1990), known professionally as Kaydy Cain, is a Spanish rapper and former member of the music group Pxxr Gvng (pronounced as poor gang; later known as Los Santos). He is recognised for his original style and his contributions to the explosion of the genre trap in Spain.

Dani Gómez began his artistic journey in the 2010s as a member of the trap group Pxxr Gvng, with which he was able to turn his life around thanks to the popularity that hip hop began to enjoy in Spain Read more on Last.fm",92988,4006724,Yung Beef
4168d745-0072-4657-be4e-e355665414b1,Lil Supa,"Marlon Morales, mejor conocido en la movida cultural del hip hop como Lil Supa o “Lil Zoo”, nace en 1985 en Caracas, es un cantante, compositor, breakdancer y escritor venezolano.

Inicios de Lil Supa en la Música:
Para el año 2000, comienza sus primeros pasos en el movimiento en el 2000 con el breakdancer y el graffiti en proyectos junto a la banda “Niggaz Feel Da’ Hood”. Con esfuerzo y experiencia forma junto a Dann Niggaz y Afromak “Supremacy Hip Hop Clan”. Read more on Last.fm",43405,2206554,Akapellah
a28499fa-6ec4-40f3-bc8f-e5481c02ecb0,Tacit, Read more on Last.fm,3423,21724,Zolarium
2114beff-3ca3-4d96-b268-fb5dd5c640c7,Dirty Porko, Read more on Last.fm,5921,106714,Matasvandals
4db5a9a8-42bc-4c9e-812b-067cbab04db7,Jon Z,"Jonathan Resto, también conocido como Jon Z, nació el 20 de mayo de 1991 en San Juan, Puerto Rico. ... En realidad, Jon Z eligió su nombre artístico como un homenaje a su madre, cuyo nombre es Nancy. ""Cy"" en español sueña similar a la letra ""Z"" en inglés. Su primer álbum, ""The Game Is About to Change"", fue lanzado en 2015. Read more on Last.fm",119234,2177858,Ele A El Dominio
e6fdf3f9-8077-4126-b0cf-94da9a8b627e,Lil Tecca,"Tyler-Justin Anthony Sharpe (born August 26, 2002), known professionally as Lil Tecca or Tecca, is an American rapper, singer and songwriter. He gained recognition upon releasing his breakout single, ""Ransom"", which has amassed over 1 billion plays on Spotify and peaked at number four on the Billboard Hot 100. 

Tecca first gained traction during an early 2018 beef with Toronto rapper ""Lb Spiffy"" after Lb accused Tecca of stealing his flow on the track ""Callin"". Read more on Last.fm",1742450,156441639,Don Toliver
cbff85ee-41eb-4e25-8925-11ad1683d034,Achille Lauro,"There are at least two artists who perform under the name ""Achille Lauro"":

1. Achille Lauro (stage name of Lauro De Marinis, born in Verona in 1990) is an all-round Italian artist. Since 2012 he has released numerous works, going through different music genres and experimenting new ones, such as Samba Trap and jazz. In 2019 and 2020 he participated at the Sanremo Festival, respectively with the songs Rolls Royce and Me ne frego. In 2022 he won Una Read more on Last.fm",88688,2794163,Rkomi
8ed3a829-c678-44de-89e9-6a13566b4a6a,B.I.G,"There are more than one artist using the name B.I.G.

1) B.I.G (Hangul: 비아이지; an acronym for Boys In Groove) is a five-member South Korean boy band under GH Entertainment. The group consists of J-hoon, Gunmin,  Heedo and Jinseok.
Gunmin is currently part of the group NIK.
Benji left the group in 2020, in 2021 Minpyo announced that he has left the group as well.

2) Dimos and Michalis Siavelis, 29 and 27 years old respectively, started off with the best possible foundations Read more on Last.fm",21052,258534,Boys Republic
f086a769-59d7-43b3-a6d8-9c59152c7101,Frank Takuma, Read more on Last.fm,4537,35225,ALI aka MIND
58471fdf-59b6-46ed-9816-8ce8b8609bff,Aerophon, Read more on Last.fm,8687,110968,ALI aka MIND
7af2ae9c-fb88-45e0-8ce4-e5d902a688f4,FERNANDOCOSTA, Read more on Last.fm,27665,1202871,Natos y Waor
be7dca06-dd2d-4098-a6a1-38392140819a,Skinny Stylus, Read more on Last.fm,487,3650,Danase
1555664b-5198-4ec2-b6c5-41a9214b7e74,Illinformed, Read more on Last.fm,19612,126443,Smellington Piff
6cab2891-be30-4957-a0b3-243e2fca27c4,DrefQuila,"Chilean rapper that with the use of Autotune and synthesisers blend their voice, using pre recorded reggaeton tracks, in what it's known as ""Latin Trap"". Read more on Last.fm",77159,4055359,Young Cister
0b68575e-aad9-42d4-a4d8-13f914531fb6,Bohemia,"There are at least three artists with this name:

* The first is a Pakistani-American rapper:

Roger David (Punjabi: راجر ڈیوڈ), better known by his stage name Bohemia is a Pakistani-American rapper, singer, songwriter and record producer. Bohemia was born in Karachi, Sindh and received his education in Peshawar, Khyber Pakhtunkhwa. At the age of 13, he moved to the United States with his family.

In his early teens, Ra (short for Raja) arrived with his family in America, settling in San Francisco’s Mission District. Read more on Last.fm",26113,358421,Blue Effect
ea3bf2aa-7311-4372-9289-f3fec8f12759,Killer Kamal,"Killer Kamal (also known as Kamal) is a dutch rapper from Eindhoven, the Netherlands. Killer Kamal is best known for his collaborations with Youssef (Youssef & Kamal) and Gino Pietermaai (Gino Pietermaai & Killer Kamal). Read more on Last.fm",22540,468375,Braz
89fe777e-8d33-411d-9fe9-027f67c1e8f1,Bryant Myers,"Bryan Robert Rohena Pérez, known professionally as Bryant Myers, is a Puerto Rican Latin trap and reggaeton singer and songwriter. Rohena was born in Loma Alta, Puerto Rico. He began sampling and making his own songs in 2013 and launched them on social media via his SoundCloud, Instagram and YouTube accounts. Read more on Last.fm",196636,7093031,Anuel AA
